source_name,author,date,title,description,content,title_desc,one_shot_class,tesla_related,label,title_label,title_score,content_label,content_score,description_label,description_score,title_desc_label,title_desc_score,source_country
Engadget,Andrew Tarantola,2023-09-25,OSIRIS-REx used a Tesla-esque navigation system to capture 4.5 billion-year-old regolith,NASA's pioneering OSIRIS-REx mission has successfully returned from its journey to the asteroid Bennu. The robotic spacecraft briefly had set down on the celestial body in a first-of-its-kind attempt (by an American space agency) to collect pristine rock samp,NASA's pioneering OSIRIS-REx mission has successfully returned from its journey to the asteroid Bennu. The robotic spacecraft briefly set down on the celestial body in a first-of-its-kind attempt (by [+6228 chars],OSIRIS-REx used a Tesla-esque navigation system to capture 4.5 billion-year-old regolith NASA's pioneering OSIRIS-REx mission has successfully returned from its journey to the asteroid Bennu. The robotic spacecraft briefly had set down on the celestial body in a first-of-its-kind attempt (by an American space agency) to collect pristine rock samp,yes,yes,positive,neutral,0.9319533109664916,neutral,0.8013531565666199,neutral,0.7819900512695312,neutral,0.8926631212234497,US
Business Insider,Grace Kay,2023-09-25,Elon Musk might be the internet's worst boyfriend. At least that's what it seems like in his new biography.,What's it like to date the richest man in the world? It's not all glitz and glamour. A new biography of Elon Musk paints a somewhat sobering picture.,"Elon Musk can be a difficult person to be in a relationship with, Walter Isaacson's new biography on the billionaire reveals.Nathan Howard/Getty Images, Kurt Krieger/Corbis via Getty Images, David M. [+6758 chars]",Elon Musk might be the internet's worst boyfriend. At least that's what it seems like in his new biography. What's it like to date the richest man in the world? It's not all glitz and glamour. A new biography of Elon Musk paints a somewhat sobering picture.,no,no,negative,neutral,0.7998086214065552,neutral,0.934952199459076,neutral,0.8779385685920715,neutral,0.8937429785728455,US
Fortune,Nicholas Gordon,2023-09-25,AOC is 'looking into trading in' the Tesla she's had for years because of the UAW strike. It shows the Biden/EV dilemma,"Alexandria Ocasio-Cortez wants a union-made EV, but the UAW strike and the Biden EV push can't disguise the fact that those aren't plentiful.","Representative Alexandria Ocasio-Cortez (D-N.Y.) may be Elon Musks congressional nemesis, but it sounds like shes finally be done with her own yearslong attachment to a Tesla electric vehicle.The con [+4633 chars]","AOC is 'looking into trading in' the Tesla she's had for years because of the UAW strike. It shows the Biden/EV dilemma Alexandria Ocasio-Cortez wants a union-made EV, but the UAW strike and the Biden EV push can't disguise the fact that those aren't plentiful.",yes,,,neutral,0.8855645656585693,neutral,0.8853394389152527,neutral,0.6014201045036316,neutral,0.8403425216674805,US
Fox News,Jeffrey Clark,2023-09-25,San Francisco left-wing official lashes out at Elon Musk after billionaire calls for his firing,"A San Francisco County Supervisor fired back at Elon Musk after the billionaire claimed Dean Preston was likely responsible for the ""destruction"" of the city.","Self-identified democratic socialist and San Francisco District 5 County Supervisor Dean Preston fired back at Tesla CEO Elon Musk after the billionaire claimed that Preston was probably the person "" [+2492 chars]","San Francisco left-wing official lashes out at Elon Musk after billionaire calls for his firing A San Francisco County Supervisor fired back at Elon Musk after the billionaire claimed Dean Preston was likely responsible for the ""destruction"" of the city.",no,no,neutral,negative,0.9045899510383606,negative,0.8829112648963928,negative,0.9148002862930298,negative,0.923720121383667,US
Fortune,Christiaan Hetzner,2023-09-26,Elon Musk's Shanghai-built Tesla EVs targeted in EU probe into Chinese state subsidies to avoid 'a race to the bottom',Tesla's Chinese factory is one of the largest car plants in the world  and its most profitable.,"When historians look back on the electric vehicle industry, they may very well point to this past month as the turning point marking Chinas emergence as a global player in the auto industry. First it [+4229 chars]",Elon Musk's Shanghai-built Tesla EVs targeted in EU probe into Chinese state subsidies to avoid 'a race to the bottom' Tesla's Chinese factory is one of the largest car plants in the world  and its most profitable.,yes,yes,positive,positive,0.5809162855148315,neutral,0.8728506565093994,neutral,0.6109581589698792,positive,0.5756602883338928,US
The Times of India,ET Online,2023-09-26,"Tesla's humanoid robot Optimus can now do intricate yoga poses, boss Elon Musk hails it as 'Progress'","Tesla has shared a video showcasing its AI-powered humanoid robot, Optimus, performing various tasks with precision and even doing yoga poses. The video has gone viral, amassing over 12 million views. Tesla has invited collaboration to further develop Optimus","The year 2023 has seen rapid progress in the field of generative artificial intelligence (AI) and now Elon Musk's Tesla is making waves after sharing a video featuring its AI-powered humanoid robot,  [+2940 chars]","Tesla's humanoid robot Optimus can now do intricate yoga poses, boss Elon Musk hails it as 'Progress' Tesla has shared a video showcasing its AI-powered humanoid robot, Optimus, performing various tasks with precision and even doing yoga poses. The video has gone viral, amassing over 12 million views. Tesla has invited collaboration to further develop Optimus",yes,yes,positive,neutral,0.8831713795661926,neutral,0.5371441841125488,neutral,0.7127552032470703,neutral,0.7848033308982849,India
IGN,Ryan Dinsdale,2023-09-26,"Elon Musk Was Never in Cyberpunk 2077, CD Projekt Dev Says, Despite Him Demanding a Cameo","Elon Musk was never in Cyberpunk 2077 according to one CD Projekt Red developer, despite the Tesla and X boss demanding a cameo.","Elon Musk was never in Cyberpunk 2077 according to one CD Projekt Red developer, despite the Tesla and X boss demanding a cameo.
Cyberpunk 2077 senior quest designer Patrick K. Mills said the widely [+2053 chars]","Elon Musk Was Never in Cyberpunk 2077, CD Projekt Dev Says, Despite Him Demanding a Cameo Elon Musk was never in Cyberpunk 2077 according to one CD Projekt Red developer, despite the Tesla and X boss demanding a cameo.",yes,,,neutral,0.9258803129196168,neutral,0.897127628326416,neutral,0.8605799674987793,neutral,0.9093921780586244,US
ABC News (AU),Jasmine Hines,2023-09-26,Tesla battery on fire at major Queensland renewable energy storage site,"Firefighting crews worked through the night to contain the battery blaze, with Tesla to investigate the cause of the fire.","A Tesla battery continues to burn at one of Queenslands first large-scale battery storage sites after it caught fire last night.
Police were called to the incident in Childs Avenue in Bouldercombe,  [+1060 chars]","Tesla battery on fire at major Queensland renewable energy storage site Firefighting crews worked through the night to contain the battery blaze, with Tesla to investigate the cause of the fire.",yes,,,negative,0.736074686050415,negative,0.5175132155418396,neutral,0.4916040003299713,negative,0.6632845997810364,Australia
Fox News,Adam Shaw,2023-09-26,Elon Musk to visit southern border in Texas as migrant numbers hit new records,"Tesla founder Elon Musk said on Tuesday that he intends to Eagle Pass, Texas, which has been the epicenter of the recent surge in migrant numbers at the southern border.","Tech billionaire Elon Musk said on Tuesday he will visit the southern border in Eagle Pass, Texas, in the coming days as the ongoing migrant crisis is escalating and seeing new record numbers.
Musk, [+2897 chars]","Elon Musk to visit southern border in Texas as migrant numbers hit new records Tesla founder Elon Musk said on Tuesday that he intends to Eagle Pass, Texas, which has been the epicenter of the recent surge in migrant numbers at the southern border.",yes,,,neutral,0.6744019985198975,neutral,0.4656164944171905,neutral,0.5292778611183167,neutral,0.7019924521446228,US
Fox News,Lindsay Kornick,2023-09-26,"One year later, AOC continues to suggest that she will trade in her non-union made Tesla","Rep. Alexandria Ocasio-Cortez, D-N.Y., originally claimed she would trade in her Tesla back in May 2022 over her online feud with Elon Musk and his politics.","Rep. Alexandria Ocasio-Cortez, D-N.Y. has still not traded in her non-union made Tesla after suggesting over a year ago she would trade in the vehicle. 
On CBS ""Face the Nation"" Sunday, Ocasio-Corte [+3668 chars]","One year later, AOC continues to suggest that she will trade in her non-union made Tesla Rep. Alexandria Ocasio-Cortez, D-N.Y., originally claimed she would trade in her Tesla back in May 2022 over her online feud with Elon Musk and his politics.",no,,,neutral,0.914319396018982,neutral,0.8641963601112366,negative,0.7799825072288513,neutral,0.6247977018356323,US
CBS News,Kerry Breen,2023-09-26,"Jewish leaders criticize Elon Musk for antisemitism on X, formerly Twitter","A group of rabbis, academics and activists said the behavior of owner Elon Musk has allowed ""a new stage in antisemitic discourse"" to ""spread like wildfire"" on the social media site.","A group of 100 Jewish leaders, including some prominent rabbis and academics, released a public letter criticizing X, the social media platform formerly known as Twitter, and its owner Elon Musk for  [+4143 chars]","Jewish leaders criticize Elon Musk for antisemitism on X, formerly Twitter A group of rabbis, academics and activists said the behavior of owner Elon Musk has allowed ""a new stage in antisemitic discourse"" to ""spread like wildfire"" on the social media site.",no,,,negative,0.6824061274528503,negative,0.8823410868644714,negative,0.8525668382644653,negative,0.7998440265655518,US
